"","date","parties","value","size","name","firm","date_from","sample_size"
"464","2021-07-11","Green",5.74,1,"line Green","","",""
"465","2021-07-11","SNP",4.52,1,"line SNP","","",""
"466","2021-07-11","PLPW",1.19,1,"line PLPW","","",""
"467","2021-07-11","BP",2.37,1,"line BP","","",""
"468","2021-07-11","ChUK",NA,1,"line ChUK","","",""
"469","2021-07-12","Con",41.72,1,"line Con","","",""
"470","2021-07-12","Lab",33.07,1,"line Lab","","",""
"471","2021-07-12","LibDem",9.39,1,"line LibDem","","",""
"472","2021-07-12","UKIP",1.15,1,"line UKIP","","",""
"473","2021-07-12","Green",5.64,1,"line Green","","",""
"474","2021-07-12","SNP",4.59,1,"line SNP","","",""
"475","2021-07-12","PLPW",1.1,1,"line PLPW","","",""
"476","2021-07-12","BP",2.36,1,"line BP","","",""
"477","2021-07-12","ChUK",NA,1,"line ChUK","","",""
"478","2021-07-13","Con",41.72,1,"line Con","","",""
"479","2021-07-13","Lab",33.09,1,"line Lab","","",""
"480","2021-07-13","LibDem",9.25,1,"line LibDem","","",""
"481","2021-07-13","UKIP",1.25,1,"line UKIP","","",""
"482","2021-07-13","Green",5.67,1,"line Green","","",""
"483","2021-07-13","SNP",4.57,1,"line SNP","","",""
"484","2021-07-13","PLPW",1.08,1,"line PLPW","","",""
"485","2021-07-13","BP",2.47,1,"line BP","","",""
"486","2021-07-13","ChUK",NA,1,"line ChUK","","",""
"487","2021-07-14","Con",41.66,1,"line Con","","",""
"488","2021-07-14","Lab",33.15,1,"line Lab","","",""
"489","2021-07-14","LibDem",9.14,1,"line LibDem","","",""
"490","2021-07-14","UKIP",1.36,1,"line UKIP","","",""
"491","2021-07-14","Green",5.65,1,"line Green","","",""
"492","2021-07-14","SNP",4.47,1,"line SNP","","",""
"493","2021-07-14","PLPW",1.06,1,"line PLPW","","",""
"494","2021-07-14","BP",2.58,1,"line BP","","",""
"495","2021-07-14","ChUK",NA,1,"line ChUK","","",""
"496","2021-07-15","Con",41.61,1,"line Con","","",""
"497","2021-07-15","Lab",33.22,1,"line Lab","","",""
"498","2021-07-15","LibDem",9.03,1,"line LibDem","","",""
"499","2021-07-15","UKIP",1.46,1,"line UKIP","","",""
"500","2021-07-15","Green",5.62,1,"line Green","","",""
"501","2021-07-15","SNP",4.37,1,"line SNP","","",""
"502","2021-07-15","PLPW",1.04,1,"line PLPW","","",""
"503","2021-07-15","BP",2.69,1,"line BP","","",""
"504","2021-07-15","ChUK",NA,1,"line ChUK","","",""
"505","2021-07-16","Con",41.55,1,"line Con","","",""
"506","2021-07-16","Lab",33.29,1,"line Lab","","",""
"507","2021-07-16","LibDem",8.92,1,"line LibDem","","",""
"508","2021-07-16","UKIP",1.56,1,"line UKIP","","",""
"509","2021-07-16","Green",5.6,1,"line Green","","",""
"510","2021-07-16","SNP",4.26,1,"line SNP","","",""
"511","2021-07-16","PLPW",1.02,1,"line PLPW","","",""
"512","2021-07-16","BP",2.79,1,"line BP","","",""
"513","2021-07-16","ChUK",NA,1,"line ChUK","","",""
"514","2021-07-17","Con",41.4,1,"line Con","","",""
"515","2021-07-17","Lab",33.45,1,"line Lab","","",""
"516","2021-07-17","LibDem",8.93,1,"line LibDem","","",""
"517","2021-07-17","UKIP",1.67,1,"line UKIP","","",""
"518","2021-07-17","Green",5.51,1,"line Green","","",""
"519","2021-07-17","SNP",4.22,1,"line SNP","","",""
"520","2021-07-17","PLPW",1.02,1,"line PLPW","","",""
"521","2021-07-17","BP",2.84,1,"line BP","","",""
"522","2021-07-17","ChUK",NA,1,"line ChUK","","",""
"523","2021-07-18","Con",41.26,1,"line Con","","",""
"524","2021-07-18","Lab",33.62,1,"line Lab","","",""
"525","2021-07-18","LibDem",8.93,1,"line LibDem","","",""
"526","2021-07-18","UKIP",1.77,1,"line UKIP","","",""
"527","2021-07-18","Green",5.42,1,"line Green","","",""
"528","2021-07-18","SNP",4.18,1,"line SNP","","",""
"529","2021-07-18","PLPW",1.01,1,"line PLPW","","",""
"530","2021-07-18","BP",2.88,1,"line BP","","",""
"531","2021-07-18","ChUK",NA,1,"line ChUK","","",""
"532","2021-07-19","Con",41.12,1,"line Con","","",""
"533","2021-07-19","Lab",33.77,1,"line Lab","","",""
"534","2021-07-19","LibDem",9.07,1,"line LibDem","","",""
"535","2021-07-19","UKIP",1.87,1,"line UKIP","","",""
"536","2021-07-19","Green",5.42,1,"line Green","","",""
"537","2021-07-19","SNP",4.19,1,"line SNP","","",""
"538","2021-07-19","PLPW",1.01,1,"line PLPW","","",""
"539","2021-07-19","BP",2.92,1,"line BP","","",""
"540","2021-07-19","ChUK",NA,1,"line ChUK","","",""
"541","2021-07-20","Con",40.95,1,"line Con","","",""
"542","2021-07-20","Lab",33.95,1,"line Lab","","",""
"543","2021-07-20","LibDem",9.1,1,"line LibDem","","",""
"544","2021-07-20","UKIP",1.98,1,"line UKIP","","",""
"545","2021-07-20","Green",5.51,1,"line Green","","",""
"546","2021-07-20","SNP",4.24,1,"line SNP","","",""
"547","2021-07-20","PLPW",1.01,1,"line PLPW","","",""
"548","2021-07-20","BP",2.94,1,"line BP","","",""
"549","2021-07-20","ChUK",NA,1,"line ChUK","","",""
"550","2021-07-21","Con",40.83,1,"line Con","","",""
"551","2021-07-21","Lab",34.1,1,"line Lab","","",""
"552","2021-07-21","LibDem",9.01,1,"line LibDem","","",""
"553","2021-07-21","UKIP",2.08,1,"line UKIP","","",""
"554","2021-07-21","Green",5.67,1,"line Green","","",""
"555","2021-07-21","SNP",4.33,1,"line SNP","","",""
"556","2021-07-21","PLPW",1,1,"line PLPW","","",""
"557","2021-07-21","BP",2.96,1,"line BP","","",""
"558","2021-07-21","ChUK",NA,1,"line ChUK","","",""
"559","2021-07-22","Con",40.82,1,"line Con","","",""
"560","2021-07-22","Lab",34.25,1,"line Lab","","",""
"561","2021-07-22","LibDem",8.92,1,"line LibDem","","",""
"562","2021-07-22","UKIP",2.18,1,"line UKIP","","",""
"563","2021-07-22","Green",5.55,1,"line Green","","",""
"564","2021-07-22","SNP",4.3,1,"line SNP","","",""
"565","2021-07-22","PLPW",1,1,"line PLPW","","",""
"566","2021-07-22","BP",2.96,1,"line BP","","",""
"567","2021-07-22","ChUK",NA,1,"line ChUK","","",""
"568","2021-07-23","Con",40.8,1,"line Con","","",""
"569","2021-07-23","Lab",34.41,1,"line Lab","","",""
"570","2021-07-23","LibDem",8.83,1,"line LibDem","","",""
"571","2021-07-23","UKIP",2.29,1,"line UKIP","","",""
"572","2021-07-23","Green",5.43,1,"line Green","","",""
"573","2021-07-23","SNP",4.27,1,"line SNP","","",""
"574","2021-07-23","PLPW",1,1,"line PLPW","","",""
"575","2021-07-23","BP",2.96,1,"line BP","","",""
"576","2021-07-23","ChUK",NA,1,"line ChUK","","",""
"577","2021-07-24","Con",40.74,1,"line Con","","",""
"578","2021-07-24","Lab",34.47,1,"line Lab","","",""
"579","2021-07-24","LibDem",8.76,1,"line LibDem","","",""
"580","2021-07-24","UKIP",2.39,1,"line UKIP","","",""
"581","2021-07-24","Green",5.45,1,"line Green","","",""
"582","2021-07-24","SNP",4.12,1,"line SNP","","",""
"583","2021-07-24","PLPW",1,1,"line PLPW","","",""
"584","2021-07-24","BP",2.97,1,"line BP","","",""
"585","2021-07-24","ChUK",NA,1,"line ChUK","","",""
"586","2021-07-25","Con",40.69,1,"line Con","","",""
"587","2021-07-25","Lab",34.53,1,"line Lab","","",""
"588","2021-07-25","LibDem",8.68,1,"line LibDem","","",""
"589","2021-07-25","UKIP",2.49,1,"line UKIP","","",""
"590","2021-07-25","Green",5.48,1,"line Green","","",""
"591","2021-07-25","SNP",3.97,1,"line SNP","","",""
"592","2021-07-25","PLPW",1,1,"line PLPW","","",""
"593","2021-07-25","BP",2.97,1,"line BP","","",""
"594","2021-07-25","ChUK",NA,1,"line ChUK","","",""
"595","2021-07-26","Con",40.69,1,"line Con","","",""
"596","2021-07-26","Lab",34.55,1,"line Lab","","",""
"597","2021-07-26","LibDem",8.4,1,"line LibDem","","",""
"598","2021-07-26","UKIP",2.6,1,"line UKIP","","",""
"599","2021-07-26","Green",5.72,1,"line Green","","",""
"600","2021-07-26","SNP",3.79,1,"line SNP","","",""
"601","2021-07-26","PLPW",1,1,"line PLPW","","",""
"602","2021-07-26","BP",2.71,1,"line BP","","",""
"603","2021-07-26","ChUK",NA,1,"line ChUK","","",""
"604","2021-07-27","Con",40.64,1,"line Con","","",""
"605","2021-07-27","Lab",34.48,1,"line Lab","","",""
"606","2021-07-27","LibDem",8.49,1,"line LibDem","","",""
"607","2021-07-27","UKIP",2.58,1,"line UKIP","","",""
"608","2021-07-27","Green",5.92,1,"line Green","","",""
"609","2021-07-27","SNP",3.85,1,"line SNP","","",""
"610","2021-07-27","PLPW",1,1,"line PLPW","","",""
"611","2021-07-27","BP",2.76,1,"line BP","","",""
"612","2021-07-27","ChUK",NA,1,"line ChUK","","",""
"613","2021-07-28","Con",40.6,1,"line Con","","",""
"614","2021-07-28","Lab",34.41,1,"line Lab","","",""
"615","2021-07-28","LibDem",8.58,1,"line LibDem","","",""
"616","2021-07-28","UKIP",2.57,1,"line UKIP","","",""
"617","2021-07-28","Green",6.12,1,"line Green","","",""
"618","2021-07-28","SNP",3.91,1,"line SNP","","",""
"619","2021-07-28","PLPW",1,1,"line PLPW","","",""
"620","2021-07-28","BP",2.81,1,"line BP","","",""
"621","2021-07-28","ChUK",NA,1,"line ChUK","","",""
"622","2021-07-29","Con",40.55,1,"line Con","","",""
"623","2021-07-29","Lab",34.34,1,"line Lab","","",""
"624","2021-07-29","LibDem",8.66,1,"line LibDem","","",""
"625","2021-07-29","UKIP",2.55,1,"line UKIP","","",""
"626","2021-07-29","Green",6.33,1,"line Green","","",""
"627","2021-07-29","SNP",3.97,1,"line SNP","","",""
"628","2021-07-29","PLPW",1,1,"line PLPW","","",""
"629","2021-07-29","BP",2.85,1,"line BP","","",""
"630","2021-07-29","ChUK",NA,1,"line ChUK","","",""
"631","2021-07-30","Con",40.57,1,"line Con","","",""
"632","2021-07-30","Lab",34.29,1,"line Lab","","",""
"633","2021-07-30","LibDem",8.83,1,"line LibDem","","",""
"634","2021-07-30","UKIP",2.54,1,"line UKIP","","",""
"635","2021-07-30","Green",6.24,1,"line Green","","",""
"636","2021-07-30","SNP",4.03,1,"line SNP","","",""
"637","2021-07-30","PLPW",1,1,"line PLPW","","",""
"638","2021-07-30","BP",2.86,1,"line BP","","",""
"639","2021-07-30","ChUK",NA,1,"line ChUK","","",""
"640","2021-07-31","Con",40.58,1,"line Con","","",""
"641","2021-07-31","Lab",34.23,1,"line Lab","","",""
"642","2021-07-31","LibDem",8.99,1,"line LibDem","","",""
"643","2021-07-31","UKIP",2.52,1,"line UKIP","","",""
"644","2021-07-31","Green",6.16,1,"line Green","","",""
"645","2021-07-31","SNP",4.08,1,"line SNP","","",""
"646","2021-07-31","PLPW",1,1,"line PLPW","","",""
"647","2021-07-31","BP",2.86,1,"line BP","","",""
"648","2021-07-31","ChUK",NA,1,"line ChUK","","",""
"649","2021-08-01","Con",40.59,1,"line Con","","",""
"650","2021-08-01","Lab",34.18,1,"line Lab","","",""
"651","2021-08-01","LibDem",9.15,1,"line LibDem","","",""
"652","2021-08-01","UKIP",2.51,1,"line UKIP","","",""
"653","2021-08-01","Green",6.08,1,"line Green","","",""
"654","2021-08-01","SNP",4.14,1,"line SNP","","",""
"655","2021-08-01","PLPW",1,1,"line PLPW","","",""
"656","2021-08-01","BP",2.86,1,"line BP","","",""
"657","2021-08-01","ChUK",NA,1,"line ChUK","","",""
"658","2021-08-02","Con",40.62,1,"line Con","","",""
"659","2021-08-02","Lab",34.13,1,"line Lab","","",""
"660","2021-08-02","LibDem",9.22,1,"line LibDem","","",""
"661","2021-08-02","UKIP",2.49,1,"line UKIP","","",""
"662","2021-08-02","Green",6.02,1,"line Green","","",""
"663","2021-08-02","SNP",4.23,1,"line SNP","","",""
"664","2021-08-02","PLPW",1,1,"line PLPW","","",""
"665","2021-08-02","BP",2.87,1,"line BP","","",""
"666","2021-08-02","ChUK",NA,1,"line ChUK","","",""
"667","2021-08-03","Con",40.65,1,"line Con","","",""
"668","2021-08-03","Lab",34.09,1,"line Lab","","",""
"669","2021-08-03","LibDem",9.11,1,"line LibDem","","",""
"670","2021-08-03","UKIP",2.48,1,"line UKIP","","",""
"671","2021-08-03","Green",5.95,1,"line Green","","",""
"672","2021-08-03","SNP",4.38,1,"line SNP","","",""
"673","2021-08-03","PLPW",1,1,"line PLPW","","",""
"674","2021-08-03","BP",2.83,1,"line BP","","",""
"675","2021-08-03","ChUK",NA,1,"line ChUK","","",""
"676","2021-08-04","Con",40.67,1,"line Con","","",""
"677","2021-08-04","Lab",34.04,1,"line Lab","","",""
"678","2021-08-04","LibDem",9,1,"line LibDem","","",""
"679","2021-08-04","UKIP",2.47,1,"line UKIP","","",""
"680","2021-08-04","Green",5.89,1,"line Green","","",""
"681","2021-08-04","SNP",4.53,1,"line SNP","","",""
"682","2021-08-04","PLPW",1,1,"line PLPW","","",""
"683","2021-08-04","BP",2.79,1,"line BP","","",""
"684","2021-08-04","ChUK",NA,1,"line ChUK","","",""
"685","2021-08-05","Con",40.69,1,"line Con","","",""
"686","2021-08-05","Lab",34,1,"line Lab","","",""
"687","2021-08-05","LibDem",8.89,1,"line LibDem","","",""
"688","2021-08-05","UKIP",2.45,1,"line UKIP","","",""
"689","2021-08-05","Green",5.83,1,"line Green","","",""
"690","2021-08-05","SNP",4.68,1,"line SNP","","",""
"691","2021-08-05","PLPW",1,1,"line PLPW","","",""
"692","2021-08-05","BP",2.75,1,"line BP","","",""
"693","2021-08-05","ChUK",NA,1,"line ChUK","","",""
"694","2021-08-06","Con",40.71,1,"line Con","","",""
"695","2021-08-06","Lab",33.96,1,"line Lab","","",""
"696","2021-08-06","LibDem",8.78,1,"line LibDem","","",""
"697","2021-08-06","UKIP",2.44,1,"line UKIP","","",""
"698","2021-08-06","Green",5.77,1,"line Green","","",""
"699","2021-08-06","SNP",4.83,1,"line SNP","","",""
"700","2021-08-06","PLPW",1,1,"line PLPW","","",""
"701","2021-08-06","BP",2.7,1,"line BP","","",""
"702","2021-08-06","ChUK",NA,1,"line ChUK","","",""
"703","2021-08-07","Con",40.67,1,"line Con","","",""
"704","2021-08-07","Lab",33.91,1,"line Lab","","",""
"705","2021-08-07","LibDem",9.02,1,"line LibDem","","",""
"706","2021-08-07","UKIP",2.42,1,"line UKIP","","",""
"707","2021-08-07","Green",5.64,1,"line Green","","",""
"708","2021-08-07","SNP",4.72,1,"line SNP","","",""
"709","2021-08-07","PLPW",1,1,"line PLPW","","",""
"710","2021-08-07","BP",2.57,1,"line BP","","",""
"711","2021-08-07","ChUK",NA,1,"line ChUK","","",""
"712","2021-08-08","Con",40.63,1,"line Con","","",""
"713","2021-08-08","Lab",33.86,1,"line Lab","","",""
"714","2021-08-08","LibDem",9.27,1,"line LibDem","","",""
"715","2021-08-08","UKIP",2.41,1,"line UKIP","","",""
"716","2021-08-08","Green",5.51,1,"line Green","","",""
"717","2021-08-08","SNP",4.62,1,"line SNP","","",""
"718","2021-08-08","PLPW",1,1,"line PLPW","","",""
"719","2021-08-08","BP",2.44,1,"line BP","","",""
"720","2021-08-08","ChUK",NA,1,"line ChUK","","",""
"721","2021-08-09","Con",40.57,1,"line Con","","",""
"722","2021-08-09","Lab",33.85,1,"line Lab","","",""
"723","2021-08-09","LibDem",9.43,1,"line LibDem","","",""
"724","2021-08-09","UKIP",2.39,1,"line UKIP","","",""
"725","2021-08-09","Green",5.78,1,"line Green","","",""
"726","2021-08-09","SNP",4.68,1,"line SNP","","",""
"727","2021-08-09","PLPW",1,1,"line PLPW","","",""
"728","2021-08-09","BP",2.53,1,"line BP","","",""
"729","2021-08-09","ChUK",NA,1,"line ChUK","","",""
"730","2021-08-10","Con",40.52,1,"line Con","","",""
"731","2021-08-10","Lab",33.81,1,"line Lab","","",""
"732","2021-08-10","LibDem",9.39,1,"line LibDem","","",""
"733","2021-08-10","UKIP",2.38,1,"line UKIP","","",""
"734","2021-08-10","Green",5.79,1,"line Green","","",""
"735","2021-08-10","SNP",4.69,1,"line SNP","","",""
"736","2021-08-10","PLPW",1,1,"line PLPW","","",""
"737","2021-08-10","BP",2.47,1,"line BP","","",""
"738","2021-08-10","ChUK",NA,1,"line ChUK","","",""
"739","2021-08-11","Con",40.48,1,"line Con","","",""
"740","2021-08-11","Lab",33.78,1,"line Lab","","",""
"741","2021-08-11","LibDem",9.34,1,"line LibDem","","",""
"742","2021-08-11","UKIP",2.37,1,"line UKIP","","",""
"743","2021-08-11","Green",5.79,1,"line Green","","",""
"744","2021-08-11","SNP",4.7,1,"line SNP","","",""
"745","2021-08-11","PLPW",1,1,"line PLPW","","",""
"746","2021-08-11","BP",2.4,1,"line BP","","",""
"747","2021-08-11","ChUK",NA,1,"line ChUK","","",""
"748","2021-08-12","Con",40.43,1,"line Con","","",""
"749","2021-08-12","Lab",33.74,1,"line Lab","","",""
"750","2021-08-12","LibDem",9.3,1,"line LibDem","","",""
"751","2021-08-12","UKIP",2.35,1,"line UKIP","","",""
"752","2021-08-12","Green",5.79,1,"line Green","","",""
"753","2021-08-12","SNP",4.72,1,"line SNP","","",""
"754","2021-08-12","PLPW",1,1,"line PLPW","","",""
"755","2021-08-12","BP",2.33,1,"line BP","","",""
"756","2021-08-12","ChUK",NA,1,"line ChUK","","",""
"757","2021-08-13","Con",40.4,1,"line Con","","",""
"758","2021-08-13","Lab",33.79,1,"line Lab","","",""
"759","2021-08-13","LibDem",9.29,1,"line LibDem","","",""
"760","2021-08-13","UKIP",2.34,1,"line UKIP","","",""
"761","2021-08-13","Green",5.6,1,"line Green","","",""
"762","2021-08-13","SNP",4.67,1,"line SNP","","",""
"763","2021-08-13","PLPW",1,1,"line PLPW","","",""
"764","2021-08-13","BP",2.45,1,"line BP","","",""
"765","2021-08-13","ChUK",NA,1,"line ChUK","","",""
"766","2021-08-14","Con",40.38,1,"line Con","","",""
"767","2021-08-14","Lab",33.84,1,"line Lab","","",""
"768","2021-08-14","LibDem",9.28,1,"line LibDem","","",""
"769","2021-08-14","UKIP",2.32,1,"line UKIP","","",""
"770","2021-08-14","Green",5.41,1,"line Green","","",""
"771","2021-08-14","SNP",4.62,1,"line SNP","","",""
"772","2021-08-14","PLPW",1,1,"line PLPW","","",""
"773","2021-08-14","BP",2.56,1,"line BP","","",""
"774","2021-08-14","ChUK",NA,1,"line ChUK","","",""
"775","2021-08-15","Con",40.35,1,"line Con","","",""
"776","2021-08-15","Lab",33.89,1,"line Lab","","",""
"777","2021-08-15","LibDem",9.28,1,"line LibDem","","",""
"778","2021-08-15","UKIP",2.31,1,"line UKIP","","",""
"779","2021-08-15","Green",5.22,1,"line Green","","",""
"780","2021-08-15","SNP",4.57,1,"line SNP","","",""
"781","2021-08-15","PLPW",1,1,"line PLPW","","",""
"782","2021-08-15","BP",2.67,1,"line BP","","",""
"783","2021-08-15","ChUK",NA,1,"line ChUK","","",""
"784","2021-08-16","Con",40.29,1,"line Con","","",""
"785","2021-08-16","Lab",33.94,1,"line Lab","","",""
"786","2021-08-16","LibDem",9.3,1,"line LibDem","","",""
"787","2021-08-16","UKIP",2.29,1,"line UKIP","","",""
"788","2021-08-16","Green",5.34,1,"line Green","","",""
"789","2021-08-16","SNP",4.67,1,"line SNP","","",""
"790","2021-08-16","PLPW",1,1,"line PLPW","","",""
"791","2021-08-16","BP",2.78,1,"line BP","","",""
"792","2021-08-16","ChUK",NA,1,"line ChUK","","",""
"793","2021-08-17","Con",40.25,1,"line Con","","",""
"794","2021-08-17","Lab",33.89,1,"line Lab","","",""
"795","2021-08-17","LibDem",9.25,1,"line LibDem","","",""
"796","2021-08-17","UKIP",2.28,1,"line UKIP","","",""
"797","2021-08-17","Green",5.54,1,"line Green","","",""
"798","2021-08-17","SNP",4.7,1,"line SNP","","",""
"799","2021-08-17","PLPW",1,1,"line PLPW","","",""
"800","2021-08-17","BP",2.82,1,"line BP","","",""
"801","2021-08-17","ChUK",NA,1,"line ChUK","","",""
"802","2021-08-18","Con",40.21,1,"line Con","","",""
"803","2021-08-18","Lab",33.85,1,"line Lab","","",""
"804","2021-08-18","LibDem",9.21,1,"line LibDem","","",""
"805","2021-08-18","UKIP",2.26,1,"line UKIP","","",""
"806","2021-08-18","Green",5.74,1,"line Green","","",""
"807","2021-08-18","SNP",4.73,1,"line SNP","","",""
"808","2021-08-18","PLPW",1,1,"line PLPW","","",""
"809","2021-08-18","BP",2.85,1,"line BP","","",""
"810","2021-08-18","ChUK",NA,1,"line ChUK","","",""
"811","2021-08-19","Con",40.17,1,"line Con","","",""
"812","2021-08-19","Lab",33.88,1,"line Lab","","",""
"813","2021-08-19","LibDem",9.18,1,"line LibDem","","",""
"814","2021-08-19","UKIP",2.25,1,"line UKIP","","",""
"815","2021-08-19","Green",5.67,1,"line Green","","",""
"816","2021-08-19","SNP",4.71,1,"line SNP","","",""
"817","2021-08-19","PLPW",1,1,"line PLPW","","",""
"818","2021-08-19","BP",2.85,1,"line BP","","",""
"819","2021-08-19","ChUK",NA,1,"line ChUK","","",""
"820","2021-08-20","Con",40.14,1,"line Con","","",""
"821","2021-08-20","Lab",33.91,1,"line Lab","","",""
"822","2021-08-20","LibDem",9.15,1,"line LibDem","","",""
"823","2021-08-20","UKIP",2.24,1,"line UKIP","","",""
"824","2021-08-20","Green",5.6,1,"line Green","","",""
"825","2021-08-20","SNP",4.69,1,"line SNP","","",""
"826","2021-08-20","PLPW",1,1,"line PLPW","","",""
"827","2021-08-20","BP",2.84,1,"line BP","","",""
"828","2021-08-20","ChUK",NA,1,"line ChUK","","",""
"829","2021-08-21","Con",40.15,1,"line Con","","",""
"830","2021-08-21","Lab",33.85,1,"line Lab","","",""
"831","2021-08-21","LibDem",9.28,1,"line LibDem","","",""
"832","2021-08-21","UKIP",2.22,1,"line UKIP","","",""
"833","2021-08-21","Green",5.46,1,"line Green","","",""
"834","2021-08-21","SNP",4.44,1,"line SNP","","",""
"835","2021-08-21","PLPW",1,1,"line PLPW","","",""
"836","2021-08-21","BP",2.83,1,"line BP","","",""
"837","2021-08-21","ChUK",NA,1,"line ChUK","","",""
"838","2021-08-22","Con",40.16,1,"line Con","","",""
"839","2021-08-22","Lab",33.79,1,"line Lab","","",""
"840","2021-08-22","LibDem",9.41,1,"line LibDem","","",""
"841","2021-08-22","UKIP",2.21,1,"line UKIP","","",""
"842","2021-08-22","Green",5.32,1,"line Green","","",""
"843","2021-08-22","SNP",4.2,1,"line SNP","","",""
"844","2021-08-22","PLPW",1,1,"line PLPW","","",""
"845","2021-08-22","BP",2.83,1,"line BP","","",""
"846","2021-08-22","ChUK",NA,1,"line ChUK","","",""
"847","2021-08-23","Con",40.14,1,"line Con","","",""
